"","W17037-1","W17037-10","W17037-11","W17037-12","W17037-13","W17037-15","W17037-16","W17037-17","W17037-18","W17037-19","W17037-2","W17037-20","W17037-21","W17037-22","W17037-24","W17037-26","W17037-28","W17037-3","W17037-34","W17037-35","W17037-40","W17037-41","W17037-43","W17037-45","W17037-49","W17037-5","W17037-55","W17037-57","W17037-6","W17037-62","W17037-65","W17037-68","W17037-7","W17037-73","W17037-75","W17037-77","W17037-8","W17037-87","W17037-89","W17038-4","W17039-1","W17039-10","W17039-11","W17039-12","W17039-13","W17039-14","W17039-15","W17039-16","W17039-17","W17039-18","W17039-19","W17039-2","W17039-20","W17039-21","W17039-23","W17039-24","W17039-26","W17039-27","W17039-28","W17039-29","W17039-3","W17039-30","W17039-31","W17039-4","W17039-44","W17039-49","W17039-5","W17039-6","W17039-65","W17039-68","W17039-69","W17039-7","W17039-73","W17039-8","W17039-9","W17040-3","W17041-3","W17042-3","W17042-4","W17042-5","W17042-7","W17042-8","W17043-1","W17043-21","W17043-31","W17043-37","W17043-9","W17044-12","W17044-13","W17044-14","W17044-15","W17044-2","W17044-24","W17044-25","W17044-5","W17044-6","W17044-9","W17045-4","W17046-2","W17046-3","W17047-10","W17047-11","W17047-15","W17047-16","W17047-5","W17047-6","W17049-10","W17050-6","W17050-7","W17051-17","W17051-9","W17052-15","W17052-18","W17053-14","W17053-18","W17055-4","W17056-5","W17056-8","W17057-16","W17057-28","W17057-3","W17057-44","W17057-5","W17057-8","W17058-5","W17060-22","W17060-24","W17060-27","W17060-30","W17060-9","W17062-1","W17062-10","W17062-11","W17062-17","W17062-21","W17062-22","W17062-26","W17062-6","W17063-8","W17064-10","W17064-19","W17064-20","W17064-22","W17064-25","W17064-27","W17064-7","W17064-8","W17065-11","W17065-20","W17065-21","W17065-8","W17066-1","W17066-11","W17066-22","W17066-26","W17066-30","W17066-34","W17066-9","W17067-1","W17067-13","W17067-27","W17067-7","W17AF6654-13","W17AF6654-15","W17AF6670-1","W17AF6677-8","W17AF6678-7","W17AF6684-10","W17AF6685-2","W17AF6686-6"
"W17064-22",0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0395,0.038,0.038,0.0395,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0226,0.038,0.038,0.038,0.038,0.0356,0.0337,0.0296,0.0296,0.0296,0.0296,0.0296,0.0319,0.0319,0.0319,0.0319,0.0319,0.0419,0.1041,0.0419,0.0732,0.1041,0.0419,0.1041,0.0732,0.1041,0.0419,0.0483,0.0984,0.0984,0.0445,0.0445,0.0404,0.038,0.038,0.0445,0.036,0.0384,0.0384,0.0404,0.0404,0.0413,0.0413,0.0842,0.0842,0.0732,0.0992,0.0992,0.0419,0.038,0.1007,0.0419,0.0419,0.1007,0.0984,0.038,0.038,0.038,0.0969,0.0969,0.0908,0.0319,0.0908,0.0908,0.0908,0.0319,0.0908,0.0319,0.1105,0.1628,0.1628,0.1628,0.2873,0.1628,0.1628,0.1628,0.1628,0.0928,0.0339,0.0928,0.0928,0.1007,0.1007,0.0419,0.0419,0.1007,0.1007,0.1007,0.0968,0.0968,0.0968,0.0459,0.0269,0.0269,0.0219,0.036,0.0363,0.0878,0.0953,0.1112
"W17064-25",0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0395,0.038,0.038,0.0395,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0226,0.038,0.038,0.038,0.038,0.0356,0.0337,0.0296,0.0296,0.0296,0.0296,0.0296,0.0319,0.0319,0.0319,0.0319,0.0319,0.0419,0.1041,0.0419,0.0732,0.1041,0.0419,0.1041,0.0732,0.1041,0.0419,0.0483,0.0984,0.0984,0.0445,0.0445,0.0404,0.038,0.038,0.0445,0.036,0.0384,0.0384,0.0404,0.0404,0.0413,0.0413,0.0842,0.0842,0.0732,0.0992,0.0992,0.0419,0.038,0.1007,0.0419,0.0419,0.1007,0.0984,0.038,0.038,0.038,0.0969,0.0969,0.0908,0.0319,0.0908,0.0908,0.0908,0.0319,0.0908,0.0319,0.1105,0.1628,0.1628,0.1628,0.1628,0.2873,0.1628,0.1628,0.1628,0.0928,0.0339,0.0928,0.0928,0.1007,0.1007,0.0419,0.0419,0.1007,0.1007,0.1007,0.0968,0.0968,0.0968,0.0459,0.0269,0.0269,0.0219,0.036,0.0363,0.0878,0.0953,0.1112
"W17064-27",0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0395,0.038,0.038,0.0395,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0226,0.038,0.038,0.038,0.038,0.0356,0.0337,0.0296,0.0296,0.0296,0.0296,0.0296,0.0319,0.0319,0.0319,0.0319,0.0319,0.0419,0.1041,0.0419,0.0732,0.1041,0.0419,0.1041,0.0732,0.1041,0.0419,0.0483,0.0984,0.0984,0.0445,0.0445,0.0404,0.038,0.038,0.0445,0.036,0.0384,0.0384,0.0404,0.0404,0.0413,0.0413,0.0842,0.0842,0.0732,0.0992,0.0992,0.0419,0.038,0.1007,0.0419,0.0419,0.1007,0.0984,0.038,0.038,0.038,0.0969,0.0969,0.0908,0.0319,0.0908,0.0908,0.0908,0.0319,0.0908,0.0319,0.1105,0.1628,0.1628,0.1628,0.1628,0.1628,0.2873,0.1628,0.1628,0.0928,0.0339,0.0928,0.0928,0.1007,0.1007,0.0419,0.0419,0.1007,0.1007,0.1007,0.0968,0.0968,0.0968,0.0459,0.0269,0.0269,0.0219,0.036,0.0363,0.0878,0.0953,0.1112
"W17064-7",0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0395,0.038,0.038,0.0395,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0226,0.038,0.038,0.038,0.038,0.0356,0.0337,0.0296,0.0296,0.0296,0.0296,0.0296,0.0319,0.0319,0.0319,0.0319,0.0319,0.0419,0.1041,0.0419,0.0732,0.1041,0.0419,0.1041,0.0732,0.1041,0.0419,0.0483,0.0984,0.0984,0.0445,0.0445,0.0404,0.038,0.038,0.0445,0.036,0.0384,0.0384,0.0404,0.0404,0.0413,0.0413,0.0842,0.0842,0.0732,0.0992,0.0992,0.0419,0.038,0.1007,0.0419,0.0419,0.1007,0.0984,0.038,0.038,0.038,0.0969,0.0969,0.0908,0.0319,0.0908,0.0908,0.0908,0.0319,0.0908,0.0319,0.1105,0.1628,0.1628,0.1628,0.1628,0.1628,0.1628,0.2873,0.1628,0.0928,0.0339,0.0928,0.0928,0.1007,0.1007,0.0419,0.0419,0.1007,0.1007,0.1007,0.0968,0.0968,0.0968,0.0459,0.0269,0.0269,0.0219,0.036,0.0363,0.0878,0.0953,0.1112
"W17064-8",0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0395,0.038,0.038,0.0395,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0226,0.038,0.038,0.038,0.038,0.0356,0.0337,0.0296,0.0296,0.0296,0.0296,0.0296,0.0319,0.0319,0.0319,0.0319,0.0319,0.0419,0.1041,0.0419,0.0732,0.1041,0.0419,0.1041,0.0732,0.1041,0.0419,0.0483,0.0984,0.0984,0.0445,0.0445,0.0404,0.038,0.038,0.0445,0.036,0.0384,0.0384,0.0404,0.0404,0.0413,0.0413,0.0842,0.0842,0.0732,0.0992,0.0992,0.0419,0.038,0.1007,0.0419,0.0419,0.1007,0.0984,0.038,0.038,0.038,0.0969,0.0969,0.0908,0.0319,0.0908,0.0908,0.0908,0.0319,0.0908,0.0319,0.1105,0.1628,0.1628,0.1628,0.1628,0.1628,0.1628,0.1628,0.2873,0.0928,0.0339,0.0928,0.0928,0.1007,0.1007,0.0419,0.0419,0.1007,0.1007,0.1007,0.0968,0.0968,0.0968,0.0459,0.0269,0.0269,0.0219,0.036,0.0363,0.0878,0.0953,0.1112
"W17065-11",0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0545,0.0535,0.0535,0.0545,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0382,0.0535,0.0535,0.0535,0.0535,0.0506,0.0493,0.0451,0.0451,0.0451,0.0451,0.0451,0.0475,0.0475,0.0475,0.0475,0.0475,0.0574,0.104,0.0574,0.0731,0.104,0.0574,0.104,0.0731,0.104,0.0574,0.0482,0.0821,0.0821,0.0443,0.0443,0.0946,0.0535,0.0535,0.0443,0.0359,0.0382,0.0382,0.0946,0.0946,0.0569,0.0569,0.0683,0.0683,0.0731,0.0795,0.0795,0.0574,0.0535,0.085,0.0574,0.0574,0.085,0.0821,0.0535,0.0535,0.0535,0.0811,0.0811,0.075,0.0475,0.075,0.075,0.075,0.0475,0.075,0.0475,0.0948,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.2559,0.1039,0.1314,0.1314,0.085,0.085,0.0574,0.0574,0.085,0.085,0.085,0.0423,0.0423,0.0423,0.0453,0.0262,0.0262,0.0218,0.0279,0.0284,0.0335,0.0409,0.0489
"W17065-20",0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1066,0.1067,0.1067,0.1066,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.1067,0.0999,0.1067,0.1067,0.1067,0.1067,0.1061,0.1053,0.1029,0.1029,0.1029,0.1029,0.1029,0.1041,0.1041,0.1041,0.1041,0.1041,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.1073,0.0413,0.0142,0.0142,0.0408,0.0408,0.1303,0.1067,0.1067,0.0408,0.0369,0.0381,0.0381,0.1303,0.1303,0.1411,0.1411,0.009,0.009,0.1073,0.0339,0.0339,0.1073,0.1067,0.0149,0.1073,0.1073,0.0149,0.0142,0.1067,0.1067,0.1067,0.0143,0.0143,0.0116,0.1041,0.0116,0.0116,0.0116,0.1041,0.0116,0.1041,0.0413,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.1039,0.3197,0.1039,0.1039,0.0149,0.0149,0.1073,0.1073,0.0149,0.0149,0.0149,0.0334,0.0334,0.0334,0.0406,0.0105,0.0105,0.0172,0.0342,0.0414,0.0368,0.0338,0.0576
"W17065-21",0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0545,0.0535,0.0535,0.0545,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0382,0.0535,0.0535,0.0535,0.0535,0.0506,0.0493,0.0451,0.0451,0.0451,0.0451,0.0451,0.0475,0.0475,0.0475,0.0475,0.0475,0.0574,0.104,0.0574,0.0731,0.104,0.0574,0.104,0.0731,0.104,0.0574,0.0482,0.0821,0.0821,0.0443,0.0443,0.0946,0.0535,0.0535,0.0443,0.0359,0.0382,0.0382,0.0946,0.0946,0.0569,0.0569,0.0683,0.0683,0.0731,0.0795,0.0795,0.0574,0.0535,0.085,0.0574,0.0574,0.085,0.0821,0.0535,0.0535,0.0535,0.0811,0.0811,0.075,0.0475,0.075,0.075,0.075,0.0475,0.075,0.0475,0.0948,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.1314,0.1039,0.2559,0.1314,0.085,0.085,0.0574,0.0574,0.085,0.085,0.085,0.0423,0.0423,0.0423,0.0453,0.0262,0.0262,0.0218,0.0279,0.0284,0.0335,0.0409,0.0489
"W17065-8",0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0574,0.0545,0.0535,0.0535,0.0545,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0382,0.0535,0.0535,0.0535,0.0535,0.0506,0.0493,0.0451,0.0451,0.0451,0.0451,0.0451,0.0475,0.0475,0.0475,0.0475,0.0475,0.0574,0.104,0.0574,0.0731,0.104,0.0574,0.104,0.0731,0.104,0.0574,0.0482,0.0821,0.0821,0.0443,0.0443,0.0946,0.0535,0.0535,0.0443,0.0359,0.0382,0.0382,0.0946,0.0946,0.0569,0.0569,0.0683,0.0683,0.0731,0.0795,0.0795,0.0574,0.0535,0.085,0.0574,0.0574,0.085,0.0821,0.0535,0.0535,0.0535,0.0811,0.0811,0.075,0.0475,0.075,0.075,0.075,0.0475,0.075,0.0475,0.0948,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.1314,0.1039,0.1314,0.2559,0.085,0.085,0.0574,0.0574,0.085,0.085,0.085,0.0423,0.0423,0.0423,0.0453,0.0262,0.0262,0.0218,0.0279,0.0284,0.0335,0.0409,0.0489
"W17066-1",0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0608,0.0437,0.0437,0.0608,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0099,0.0437,0.0437,0.0437,0.0437,0.0301,0.0361,0.0295,0.0295,0.0295,0.0295,0.0295,0.0294,0.0294,0.0294,0.0294,0.0294,0.0898,0.0899,0.0898,0.059,0.0899,0.0898,0.0899,0.059,0.0899,0.0898,0.1153,0.1309,0.1309,0.0691,0.0691,0.0403,0.0437,0.0437,0.0691,0.0549,0.0549,0.0549,0.0403,0.0403,0.0198,0.0198,0.0838,0.0838,0.059,0.086,0.086,0.0898,0.0437,0.16,0.0898,0.0898,0.16,0.1309,0.0437,0.0437,0.0437,0.1138,0.1138,0.0995,0.0294,0.0995,0.0995,0.0995,0.0294,0.0995,0.0294,0.1154,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.085,0.0149,0.085,0.085,0.2844,0.16,0.0898,0.0898,0.16,0.16,0.16,0.0545,0.0545,0.0545,0.0862,0.0912,0.0912,0.0398,0.0328,0.0292,0.0268,0.0455,0.0439
"W17066-11",0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0608,0.0437,0.0437,0.0608,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0099,0.0437,0.0437,0.0437,0.0437,0.0301,0.0361,0.0295,0.0295,0.0295,0.0295,0.0295,0.0294,0.0294,0.0294,0.0294,0.0294,0.0898,0.0899,0.0898,0.059,0.0899,0.0898,0.0899,0.059,0.0899,0.0898,0.1153,0.1309,0.1309,0.0691,0.0691,0.0403,0.0437,0.0437,0.0691,0.0549,0.0549,0.0549,0.0403,0.0403,0.0198,0.0198,0.0838,0.0838,0.059,0.086,0.086,0.0898,0.0437,0.16,0.0898,0.0898,0.16,0.1309,0.0437,0.0437,0.0437,0.1138,0.1138,0.0995,0.0294,0.0995,0.0995,0.0995,0.0294,0.0995,0.0294,0.1154,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.085,0.0149,0.085,0.085,0.16,0.2844,0.0898,0.0898,0.16,0.16,0.16,0.0545,0.0545,0.0545,0.0862,0.0912,0.0912,0.0398,0.0328,0.0292,0.0268,0.0455,0.0439
"W17066-22",0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1128,0.0969,0.0969,0.1128,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0715,0.0969,0.0969,0.0969,0.0969,0.0855,0.0921,0.0873,0.0873,0.0873,0.0873,0.0873,0.086,0.086,0.086,0.086,0.086,0.1397,0.0932,0.1397,0.0932,0.0932,0.1397,0.0932,0.0932,0.0932,0.1397,0.1084,0.063,0.063,0.0656,0.0656,0.076,0.0969,0.0969,0.0656,0.056,0.0547,0.0547,0.076,0.076,0.104,0.104,0.0246,0.0246,0.0932,0.0403,0.0403,0.1397,0.0969,0.0898,0.1397,0.1397,0.0898,0.063,0.0969,0.0969,0.0969,0.047,0.047,0.0362,0.086,0.0362,0.0362,0.0362,0.086,0.0362,0.086,0.0619,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0574,0.1073,0.0574,0.0574,0.0898,0.0898,0.2631,0.1397,0.0898,0.0898,0.0898,0.0456,0.0456,0.0456,0.0815,0.0755,0.0755,0.0352,0.0391,0.0422,0.0301,0.0384,0.0525
"W17066-26",0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1128,0.0969,0.0969,0.1128,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0715,0.0969,0.0969,0.0969,0.0969,0.0855,0.0921,0.0873,0.0873,0.0873,0.0873,0.0873,0.086,0.086,0.086,0.086,0.086,0.1397,0.0932,0.1397,0.0932,0.0932,0.1397,0.0932,0.0932,0.0932,0.1397,0.1084,0.063,0.063,0.0656,0.0656,0.076,0.0969,0.0969,0.0656,0.056,0.0547,0.0547,0.076,0.076,0.104,0.104,0.0246,0.0246,0.0932,0.0403,0.0403,0.1397,0.0969,0.0898,0.1397,0.1397,0.0898,0.063,0.0969,0.0969,0.0969,0.047,0.047,0.0362,0.086,0.0362,0.0362,0.0362,0.086,0.0362,0.086,0.0619,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0574,0.1073,0.0574,0.0574,0.0898,0.0898,0.1397,0.2631,0.0898,0.0898,0.0898,0.0456,0.0456,0.0456,0.0815,0.0755,0.0755,0.0352,0.0391,0.0422,0.0301,0.0384,0.0525
"W17066-30",0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0608,0.0437,0.0437,0.0608,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0099,0.0437,0.0437,0.0437,0.0437,0.0301,0.0361,0.0295,0.0295,0.0295,0.0295,0.0295,0.0294,0.0294,0.0294,0.0294,0.0294,0.0898,0.0899,0.0898,0.059,0.0899,0.0898,0.0899,0.059,0.0899,0.0898,0.1153,0.1309,0.1309,0.0691,0.0691,0.0403,0.0437,0.0437,0.0691,0.0549,0.0549,0.0549,0.0403,0.0403,0.0198,0.0198,0.0838,0.0838,0.059,0.086,0.086,0.0898,0.0437,0.16,0.0898,0.0898,0.16,0.1309,0.0437,0.0437,0.0437,0.1138,0.1138,0.0995,0.0294,0.0995,0.0995,0.0995,0.0294,0.0995,0.0294,0.1154,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.085,0.0149,0.085,0.085,0.16,0.16,0.0898,0.0898,0.2844,0.16,0.16,0.0545,0.0545,0.0545,0.0862,0.0912,0.0912,0.0398,0.0328,0.0292,0.0268,0.0455,0.0439
"W17066-34",0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,0.0608,0.0437,0.0437,0.0608,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0099,0.0437,0.0437,0.0437,0.0437,0.0301,0.0361,0.0295,0.0295,0.0295,0.0295,0.0295,0.0294,0.0294,0.0294,0.0294,0.0294,0.0898,0.0899,0.0898,0.059,0.0899,0.0898,0.0899,0.059,0.0899,0.0898,0.1153,0.1309,0.1309,0.0691,0.0691,0.0403,0.0437,0.0437,0.0691,0.0549,0.0549,0.0549,0.0403,0.0403,0.0198,0.0198,0.0838,0.0838,0.059,0.086,0.086,0.0898,0.0437,0.16,0.0898,0.0898,0.16,0.1309,0.0437,0.0437,0.0437,0.1138,0.1138,0.0995,0.0294,0.0995,0.0995,0.0995,0.0294,0.0995,0.0294,0.1154,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.085,0.0149,0.085,0.085,0.16,0.16,0.0898,0.0898,0.16,0.2844,0.16,0.0545,0.0545,0.0545,0.0862,0.0912,0.0912,0.0398,0.0328,0.0292,0.0268,0.0455,0.0439
